TimeOfDay,currentLocation,n
Morning,POINT (-878.094670030918 4808.150399823929),14
Morning,POINT (-878.1484987676027 4471.8454356211),4
Morning,POINT (-878.3661214992546 4097.311828012691),24
Morning,POINT (-878.38912960091 4247.43240053793),5
Morning,POINT (-878.4063833266277 4726.680098481934),25
Morning,POINT (-878.4653108284275 4098.264654997863),10
Morning,POINT (-878.5985527823876 5650.263689594202),4
Morning,POINT (-878.6883733708307 4724.3502681084865),1
Morning,POINT (-878.8063983551181 5651.854943844227),321
Morning,POINT (-878.9264069960477 5652.773723385259),331
Morning,POINT (-879.0017386399953 4478.4097939362655),3
Morning,POINT (-879.0230708835974 4478.5739124862785),1
Morning,POINT (-879.1330444453384 4235.838864881937),72
Morning,POINT (-879.4000078541312 5656.399585453621),1
Morning,POINT (-879.4281866207906 5656.615320538175),7
Morning,POINT (-879.4853415393255 4108.063216951579),10
Morning,POINT (-879.590731240782 5657.859753190659),326
Morning,POINT (-879.6363617168391 4483.292234860874),4
Morning,POINT (-879.6508261724598 5658.319836675627),126
Morning,POINT (-879.7894402132877 4714.451459762958),22
Morning,POINT (-879.8319073979518 4484.796655785563),26
Morning,POINT (-879.9344320857009 4112.377245435696),642
Morning,POINT (-88.88881697158507 4104.062664557381),7
Morning,POINT (-880.2118179233722 4710.2996073293625),321
Morning,POINT (-880.2241963564622 4218.833815604504),1
Morning,POINT (-880.3135473071032 5663.393593158522),348
Morning,POINT (-880.3746497330914 4708.699017077301),6
Morning,POINT (-880.4546021117541 4117.374073641252),1
Morning,POINT (-880.4820415147376 5664.683575526105),321
Morning,POINT (-880.6075808257193 5665.64469757225),2
Morning,POINT (-880.8856995739814 4492.903953225591),3
Morning,POINT (-880.892489780748 4703.608797089968),77
Morning,POINT (-880.9760164362641 4493.598801491721),1
Morning,POINT (-881.0112633107663 4702.441287162527),3
Morning,POINT (-881.2281856322891 4203.187151803249),325
Morning,POINT (-881.2605642474217 4699.990730052534),1
Morning,POINT (-881.3550164816247 4496.5146193990995),1
Morning,POINT (-881.3574143329212 5671.38538157851),3
Morning,POINT (-881.4679393214363 4697.952292215597),8
Morning,POINT (-881.5178133059212 4697.462045171511),1
Morning,POINT (-881.9114271938829 4693.592932906322),3
Morning,POINT (-881.9482833647149 4191.964793761593),321
Morning,POINT (-881.9792718390859 4692.926039392371),18
Morning,POINT (-882.106106215429 4189.5052046556775),4
Morning,POINT (-882.1852130465196 5677.722962908116),5
Morning,POINT (-882.1980388007863 4690.7756225483),3
Morning,POINT (-882.2147224626951 4187.812475514795),1
Morning,POINT (-882.2446377590267 4690.317568078204),6
Morning,POINT (-882.2562430879715 5678.266764990859),60
Morning,POINT (-882.3158403295424 4689.617667116066),7
Morning,POINT (-882.3888709383448 5679.28215650392),9
Morning,POINT (-882.420016105673 4136.254123602846),23
Morning,POINT (-882.4278064102936 4136.328958391297),360
Morning,POINT (-882.4611211922202 4183.972476249105),65
Morning,POINT (-882.521144496385 5680.2948355744065),321
Morning,POINT (-882.5390248807071 4182.758386764306),31
Morning,POINT (-882.7454727750995 4685.394502701729),8
Morning,POINT (-882.9034245626723 4683.841881675649),13
Morning,POINT (-883.1827171459078 4510.57594311523),13
Morning,POINT (-883.19660088649 4143.714108881574),2
Morning,POINT (-883.2355073704533 4680.577602380785),3
Morning,POINT (-883.2492691141423 4680.44232836499),40
Morning,POINT (-883.2657788832894 4680.280042042641),321
Morning,POINT (-883.3883935675551 5686.934446667392),16
Morning,POINT (-883.4558554032027 4678.411644059202),430
Morning,POINT (-883.5782125245078 5688.387690140505),10
Morning,POINT (-883.6080492064675 4676.915622376769),32
Morning,POINT (-883.6956228423264 5689.286577062999),2
Morning,POINT (-883.9690846077519 4673.366747344663),3
Morning,POINT (-883.9829975955976 4160.254804154353),4
Morning,POINT (-884.0351114545024 4672.71772227109),2
Morning,POINT (-884.2704983225999 4155.77425109833),8
Morning,POINT (-884.482838714697 4668.316690989268),2
Morning,POINT (-884.5337204031397 5695.7030057992915),12
Morning,POINT (-884.5577304526811 4667.580526563018),122
Morning,POINT (-884.6075625695997 4521.537920171709),9
Morning,POINT (-884.6945662539589 5696.934432768615),2
Morning,POINT (-884.8336955073577 4523.277662626714),6
Morning,POINT (-884.9261754361642 4663.958817451014),668
Morning,POINT (-885.0075570540389 4524.615257746881),3
Morning,POINT (-885.2120222230603 5700.896047149984),8
Morning,POINT (-885.2966139548657 1555.9764946386085),69
Morning,POINT (-885.357148704399 5702.007127492892),343
Morning,POINT (-885.7045593226878 5707.062179489334),10
Morning,POINT (-885.714708761918 4533.861108715722),21
Morning,POINT (-885.768414418767 5711.121916394727),9
Morning,POINT (-885.7732640155889 5711.430240841849),5
Morning,POINT (-885.7735652972374 5711.449395526473),18
Morning,POINT (-885.7873054528358 4535.683549945446),8
Morning,POINT (-885.791116791729 4535.779228426816),7
Morning,POINT (-885.8031082666121 5713.327658819929),653
Morning,POINT (-885.8078898483193 5713.631659047239),3
Morning,POINT (-885.8462941892362 4537.164381977133),1
Morning,POINT (-885.9378315948869 5721.893009142754),321
Morning,POINT (-885.960159138166 5723.3125348661915),341
Morning,POINT (-885.9916249081143 5725.313044697974),60
Morning,POINT (-886.0046372018763 4541.139368040905),4
Morning,POINT (-886.016939484153 4259.721505595472),13
Morning,POINT (-886.021627728975 5727.220544123908),346
Morning,POINT (-886.0661725523873 5202.572778734629),321
Morning,POINT (-886.1203018390714 5733.493981186307),5
Morning,POINT (-886.1473510829015 5735.2137000526645),6
Morning,POINT (-886.149953876209 5735.37917871758),5
Morning,POINT (-886.2247828208828 5740.13660368344),337
Morning,POINT (-886.2374682896254 5740.9431119933315),7
Morning,POINT (-886.2422807712642 5741.249076755974),448
Morning,POINT (-886.2486417735364 5741.653492335393),80
Morning,POINT (-886.3098736709796 4548.801914626386),5
Morning,POINT (-886.3882369986535 5750.528584881225),12
Morning,POINT (-886.4344796161663 5753.468567317176),34
Morning,POINT (-886.4915689579171 5757.09815558565),9
Morning,POINT (-886.5004800181672 4553.5868278417165),2
Morning,POINT (-886.5029479853679 4553.64878280307),1
Morning,POINT (-886.5466658332149 4554.7462599385135),34
Morning,POINT (-886.5496606003262 4554.821439495433),370
Morning,POINT (-886.5557365796923 4554.973968697079),5
Morning,POINT (-886.5604974343247 4555.093483480205),19
Morning,POINT (-886.5772306571533 5762.544298229252),12
Morning,POINT (-886.5823494191757 4647.679099516921),5
Morning,POINT (-886.5844134361439 5763.000960183299),3
Morning,POINT (-886.657481338147 5767.646422747389),28
Morning,POINT (-886.7336322127032 5772.4878924936875),1
Morning,POINT (-886.8225623209956 4561.672266180825),3
Morning,POINT (-886.8313298185076 5778.699246014502),48
Morning,POINT (-886.8589207886823 5780.453406398748),328
Morning,POINT (-886.8801340130652 5781.802086695193),8
Morning,POINT (-887.0261085874798 5791.082761275437),33
Morning,POINT (-887.0440144260845 5792.2211667946285),321
Morning,POINT (-887.0547927245821 5792.906422300849),11
Morning,POINT (-887.078100136821 5794.388245482483),3
Morning,POINT (-887.0838025233573 5794.750788027903),3
Morning,POINT (-887.1063941098446 4568.797477368351),5
Morning,POINT (-887.1406640447118 5798.365892082455),345
Morning,POINT (-887.1425589340353 4642.172399750194),2
Morning,POINT (-887.1720285777634 4641.882721556699),100
Morning,POINT (-887.3276859806671 4574.352708937327),16
Morning,POINT (-887.3452028228583 4574.792445446252),10
Morning,POINT (-887.4440955050997 4577.275011788553),8
Morning,POINT (-887.46330131432 4639.019593623478),24
Morning,POINT (-887.4928684990006 4578.499391493171),8
Morning,POINT (-887.5063935085471 4578.83891847048),5
Morning,POINT (-887.5240790974001 4579.282891134937),2
Morning,POINT (-887.5700408630919 4580.436698777251),3
Morning,POINT (-887.6256648437798 4637.423606432821),3
Morning,POINT (-887.8484809411605 4587.426558395709),11
Morning,POINT (-887.9238997974027 4634.492041891371),5
Morning,POINT (-887.9452439752481 5799.622395107115),321
Morning,POINT (-888.143907353202 4632.3294303611065),3
Morning,POINT (-888.1512973141629 4595.028351758716),321
Morning,POINT (-888.4039522622064 4601.370910742981),24
Morning,POINT (-888.4384245820197 4629.434409994247),9
Morning,POINT (-888.4735048524062 4629.089580940777),3
Morning,POINT (-888.5809509883412 4605.814223131449),8
Morning,POINT (-888.68414855461 4608.404857734732),18
Morning,POINT (-888.7711511804138 4610.588940374788),321
Morning,POINT (-888.9090365298471 4624.808428759406),3
Morning,POINT (-889.1120672142368 4619.147173925911),11
Morning,POINT (-889.2105576532114 4621.844562106569),3
Morning,POINT (-889.2125198743909 4621.825274031975),339
Morning,POINT (-889.2211957310853 4259.575983053695),16
Morning,POINT (-89.05520322524254 4741.156135873846),14
Morning,POINT (-89.32987721731169 3506.898418268879),36
Morning,POINT (-89.82555504015978 1558.3804040721425),1
Morning,POINT (-891.2610956126211 1600.3000900894092),1
Morning,POINT (-891.3744879038912 5202.789325687926),321
Morning,POINT (-891.8274049230221 4621.413502779604),321
Morning,POINT (-893.4136521515941 1600.3189346940626),6
Morning,POINT (-893.5787554887428 5799.670491378091),36
Morning,POINT (-893.917843497994 4621.118988990098),321
Morning,POINT (-895.3310183960815 5799.685451374429),69
Morning,POINT (-896.638654026689 4620.7356645389855),5
Morning,POINT (-898.3672890742694 5799.711373625045),5
Morning,POINT (-899.7554794708014 5799.723225341566),345
Morning,POINT (-899.8355340980893 3680.721789834206),6
Morning,POINT (-899.8750846814296 5799.724246474585),33
Morning,POINT (-9.199747317748965 4735.683478463799),321
Morning,POINT (-90.43844451931616 1558.4461128036914),4
Morning,POINT (-90.58964889474004 4024.033833471253),3
Morning,POINT (-902.07821945594 5799.74305580281),8
Morning,POINT (-904.2325319573049 1335.9506479412894),100
Morning,POINT (-904.2853036110214 1600.4141108113786),1
Morning,POINT (-904.3387634014261 3680.4092367064686),51
Morning,POINT (-904.8772857633115 4258.864955645086),3
Morning,POINT (-906.45884503321 5799.780455523091),5
Morning,POINT (-906.4767568060136 5203.405406327842),3
Morning,POINT (-910.3839027041345 4258.614870498311),11
Morning,POINT (-911.6927687312436 3679.898821355084),3
Morning,POINT (-912.2959138440235 1600.4842398789037),34
Morning,POINT (-913.5894473116654 5799.8413332507025),8
Morning,POINT (-916.3287076000902 3679.577057328459),36
Morning,POINT (-919.2499983954681 3679.3743009255263),18
Morning,POINT (-919.5889513137882 5799.892554193363),8
Morning,POINT (-919.8708959294576 1600.5505552300094),30
Morning,POINT (-92.52765700668823 4104.639325830475),1
Morning,POINT (-92.97678363121096 3844.3319875735615),25
Morning,POINT (-922.0733960201869 5799.913765213441),334
Morning,POINT (-923.2987021173208 5799.924226300444),344
Morning,POINT (-923.638485988182 5799.92712721528),16
Morning,POINT (-924.0827945720863 5799.930920512942),11
Morning,POINT (-925.1165189678122 3678.967126600101),6
Morning,POINT (-925.2374752105463 5799.940778633005),8
Morning,POINT (-926.688122437151 4616.502111388859),50
Morning,POINT (-927.0816527814831 5799.9565233534995),69
Morning,POINT (-927.2730630528213 1600.6153576686413),4
Morning,POINT (-93.16309206033314 4104.740025719305),321
Morning,POINT (-93.62982464609273 1663.9738073924925),4
Morning,POINT (-931.773137108193 4615.7857033784085),6
Morning,POINT (-932.23262350997 5800.000499918268),34
Morning,POINT (-932.261438540512 1530.3239069683714),321
Morning,POINT (-932.3715424658232 4257.61629329998),321
Morning,POINT (-933.3856282399461 4257.570238200744),19
Morning,POINT (-935.0794025289055 4615.319896456442),10
Morning,POINT (-936.2189986944383 4615.15934316909),19
Morning,POINT (-939.5391848945742 3677.9661006602546),2
Morning,POINT (-94.80641391800862 4105.000449388774),7
Morning,POINT (-940.1671378430274 3677.922516679762),29
Morning,POINT (-942.2082514827073 5800.085667136794),61
Morning,POINT (-944.4376170405202 4614.001453880885),24
Morning,POINT (-945.1275803457578 5800.110590993208),321
Morning,POINT (-945.6781427221507 1601.076407533602),4
Morning,POINT (-946.1875264598069 5800.1196403144695),1
Morning,POINT (-949.0787208797062 4256.8575303043435),26
Morning,POINT (-95.17846364861066 3562.7527670847094),6
Morning,POINT (-95.2421293351791 4741.322072605037),1
Morning,POINT (-95.68436649834672 3844.144080247163),4
Morning,POINT (-950.6342007557982 5800.15760392764),28
Morning,POINT (-950.6455739137078 5205.207225199189),321
Morning,POINT (-952.9899924656341 5800.177716568959),1
Morning,POINT (-953.000345206543 4827.76708718878),3
Morning,POINT (-953.2267954899937 5800.179738281775),48
Morning,POINT (-954.7935563995472 4863.73445988781),318
Morning,POINT (-955.5746083467828 4612.432406336231),17
Morning,POINT (-955.6491117558876 4612.421909839654),24
Morning,POINT (-957.1642706399356 4808.430887271032),321
Morning,POINT (-957.8399334071364 3676.695910802657),274
Morning,POINT (-959.0060459423895 3676.614975079505),4
Morning,POINT (-959.1186531330139 5800.230040190465),6
Morning,POINT (-959.7690305292105 5205.579406692338),321
Morning,POINT (-96.18247146631083 1559.0619379034958),21
Morning,POINT (-960.1128061892882 4256.356413035096),1
Morning,POINT (-960.9282572090401 1601.7378457014117),47
Morning,POINT (-961.0193958454574 4604.99747120629),321
Morning,POINT (-961.4694535874037 5800.250110218793),318
Morning,POINT (-961.6929294374331 4597.628892152544),9
Morning,POINT (-961.8662333977805 5800.2534977381465),642
Morning,POINT (-962.8353427105034 4585.130684765476),321
Morning,POINT (-963.8490502006484 5800.270426095179),9
Morning,POINT (-963.9772395530129 5800.271520515562),366
Morning,POINT (-964.4241776798337 4567.748543452336),14
Morning,POINT (-965.222759851228 5205.8018856504605),321
Morning,POINT (-965.3658863983007 4557.446080115246),19
Morning,POINT (-966.3676074434724 4546.487071093146),54
Morning,POINT (-966.6769450931462 5800.294569331368),11
Morning,POINT (-966.7414430522182 4542.39724206462),1
Morning,POINT (-967.5450477358796 4533.480586200047),9
Morning,POINT (-967.5494747310069 4532.106027131161),13
Morning,POINT (-967.5556188768369 4530.1983016585955),28
Morning,POINT (-967.5884788679982 4519.995444516027),296
Morning,POINT (-967.6205848516711 5800.302625683684),2
Morning,POINT (-967.6637471178907 4496.625042580979),1
Morning,POINT (-967.6841745257613 4490.282438187898),4
Morning,POINT (-967.6891005703379 4488.752926848483),10
Morning,POINT (-967.6952238808066 4486.851670647768),329
Morning,POINT (-967.7630936981917 4256.00897225701),321
Morning,POINT (-967.7906616101313 4457.218749764439),7
Morning,POINT (-967.8027964042851 4453.450959000361),1
Morning,POINT (-968.7643428653137 1602.0777176508152),38
Morning,POINT (-969.6560009245478 5800.320003108538),10
Morning,POINT (-97.42606857489562 4741.380647046062),7
Morning,POINT (-973.9590930892477 5800.3567408850195),5
Morning,POINT (-974.3056893173846 5800.359699960557),25
Morning,POINT (-975.4607201363567 1602.3681574056727),321
Morning,POINT (-976.7373401530963 4442.310557009172),320
Morning,POINT (-977.215546040415 5800.384542948295),14
Morning,POINT (-978.2807473059218 5800.3936371355685),1
Morning,POINT (-979.3892404892277 5800.403100928869),19
Morning,POINT (-98.3053108324668 4105.554933325867),321
Morning,POINT (-98.75350134065417 4025.4888313578854),1
Morning,POINT (-980.7524257272685 3675.1056362115755),23
Morning,POINT (-981.2456897187371 3675.071400512492),10
Morning,POINT (-981.7611534060648 3675.035624011484),40
Morning,POINT (-981.8489177720494 3675.0295325990232),145
Morning,POINT (-982.2776630024408 4256.530492353484),9
Morning,POINT (-982.3358286678745 5800.428257512495),4
Morning,POINT (-982.3849935824287 3674.9923254838727),1
Morning,POINT (-982.9876274162829 4256.580646930401),32
Morning,POINT (-983.5209861457541 4256.618325412448),13
Morning,POINT (-983.9400421939987 5800.430202705964),37
Morning,POINT (-986.817947566211 5800.428775243561),46
Morning,POINT (-987.1091208734168 5800.428630819442),2
Morning,POINT (-991.1520145651317 5800.426625514195),321
Morning,POINT (-991.6638537173293 5800.42637163818),68
Morning,POINT (-992.6442423250073 5800.425885358161),20
